id,name,matchedName,resultType,confidence,similarity,lat,lng,address,status
r450,Bigdash Frisco,Bigdash Frisco,amenity,1,1,33.1016253,-96.806899,"Bigdash Frisco, 2693 Preston Road, Frisco, TX 75024, United States of America",auto
r451,Fadi's Mediterranean Grill,Fadi's Mediterranean Grill,amenity,1,1,33.1018897,-96.8071924,"Fadi's Mediterranean Grill, 2787 Preston Road, Frisco, TX 75024, United States of America",auto
r456,Zato Thai Cuisine & Sushi Bar,Zato Thai Cuisine and Sushi Bar,amenity,1,1,33.0086708,-96.7960372,"Zato Thai Cuisine and Sushi Bar, 19129 Preston Road, Dallas, TX 75252, United States of America",auto
r458,Shawarma Factory,Shawarma Factory,amenity,1,1,32.9372143,-96.7193919,"Shawarma Factory, 904 Audelia Road, Richardson, TX 75081, United States of America",auto
r461,Andalous Mediterranean Buffet,Andalous Mediterranean Buffet,amenity,1,1,32.9696008,-96.7209829,"Andalous Mediterranean Buffet, 1601 North Central Expressway, Richardson, TX 75080, United States of America",auto
r463,CHOPPED HALAL GRILL,Chopped Halal Grill,amenity,1,1,32.9935031,-96.7502608,"Chopped Halal Grill, 3000 Northside Boulevard, Richardson, TX 75080, United States of America",auto
r465,Shiraz Mediterranean Grill,Shiraz Mediterranean Grill,amenity,1,1,32.9991856,-96.7986234,"Shiraz Mediterranean Grill, 18101 Preston Road, Dallas, TX 75252, United States of America",auto
r466,Noodle Wave Frisco,Noodle Wave,amenity,1,1,33.0996102,-96.8027424,"Noodle Wave, 9288 State Highway 121, Frisco, TX 75024, United States of America",auto
r468,Dimassi’s Mediterranean Buffet,Dimassi's Mediterranean Buffet,amenity,1,1,32.8152028,-96.6294016,"Dimassi's Mediterranean Buffet, 3700 Towne Crossing Boulevard, Mesquite, TX 75150, United States of America",auto
r476,Simply Thai Bistro - Legacy Dr.,Simply Thai Bistro,amenity,1,1,33.1512463,-96.8257282,"Simply Thai Bistro, 6842 Main Street, Frisco, TX 75034, United States of America",auto
r478,Thai Kitchen,Oceanic Thai Kitchen,amenity,1,1,33.0191327,-96.7960156,"Oceanic Thai Kitchen, 1501 Preston Road, Plano, TX 75252, United States of America",auto
r483,Gyros & Kabobs,Gyros & Kabobs,amenity,1,1,33.0088329,-96.5740123,"Gyros & Kabobs, 805 Woodbridge Parkway, Wylie, TX 75098, United States of America",auto
r486,Ali Baba Mediterranean,Ali Baba Mediterranean,amenity,1,1,32.9786941,-96.715556,"Ali Baba Mediterranean, 2103 North Central Expressway, Richardson, TX 75080, United States of America",auto
r490,MADINA HALAL GRILL,MADINA HALAL GRILL,amenity,1,1,32.9487442,-96.7312207,"MADINA HALAL GRILL, 114 East Main Street, Richardson, TX 75081, United States of America",auto
r492,Yummy Burgers & BBQ,Yummy Burgers & BBQ,amenity,1,1,33.0994883,-96.6800396,"Yummy Burgers & BBQ, 210 South Central Expressway, Allen, TX 75013, United States of America",auto
r507,KEBABS TO-GO!,KEBABS TO-GO!,amenity,1,1,32.94217,-96.9528519,"KEBABS TO-GO!, 10025 North MacArthur Boulevard, Irving, TX 75063, United States of America",auto
r512,Southern Spice,Southern Spice,amenity,1,1,32.8963421,-96.961094,"Southern Spice, West Royal Lane, Irving, TX 75063, United States of America",auto
r525,Andalous Mediterranean Grill,Andalous Mediterranean Grill,amenity,1,1,32.8971396,-96.9581064,"Andalous Mediterranean Grill, 6450 North MacArthur Boulevard, Irving, TX 75039, United States of America",auto
r527,Kabob House,Texas Kabob House,amenity,1,1,33.0955673,-96.8033752,"Texas Kabob House, 8608 Preston Road, Plano, TX 75024, United States of America",auto
r539,Hala Cafe,Hala Cafe Mediterranean Restaurant,amenity,1,1,32.8445862,-97.0829285,"Hala Cafe Mediterranean Restaurant, 605 North Main Street, Euless, TX 76039, United States of America",auto
r547,Eddies EuroMart,Eddies Euromart,amenity,1,1,32.864523,-96.668419,"Eddies Euromart, 300 East Northwest Highway, Dallas, TX 75228, United States of America",auto
r549,Williams Chicken,Williams Chicken,amenity,1,1,32.8111826,-96.6846982,"Williams Chicken, 2844 North Buckner Boulevard, Dallas, TX 75228, United States of America",auto
r554,New York Eats (Arlington),New York Eats,amenity,1,1,32.7248925,-97.1132733,"New York Eats, 604 B Doug Russell Road, Arlington, TX 76010, United States of America",auto
r555,Fattoush Restaurant,Fattoush Restaurant,amenity,1,1,32.7203223,-97.1460385,"Fattoush Restaurant, West Park Row Drive, Pantego, TX 76013, United States of America",auto
r557,S&S CHEESESTEAKS,S&S CheeseSteaks,amenity,1,1,32.7089555,-97.1180473,"S&S CheeseSteaks, West Pioneer Parkway, Arlington, TX 76013, United States of America",auto
r558,HALAL GRILL,MADINA HALAL GRILL,amenity,1,1,32.9487442,-96.7312207,"MADINA HALAL GRILL, 114 East Main Street, Richardson, TX 75081, United States of America",auto
r569,Luna Grill Alliance,Luna Grill Alliance,amenity,1,1,32.9000128,-97.3227581,"Luna Grill Alliance, 8825 Tehama Ridge Parkway, Fort Worth, TX 76177, United States of America",auto
r574,Shahrzad Mediterranean Market & Grill,Shahrzad Mediterranean Market & Grill,amenity,1,1,32.9608608,-96.7677509,"Shahrzad Mediterranean Market & Grill, 970 North Coit Road, Richardson, TX 75248, United States of America",auto
r575,Angel Chicken Kitchen,Angel Chicken Kitchen,amenity,1,1,32.9772097,-96.7688565,"Angel Chicken Kitchen, 7632 Campbell Road, Dallas, TX 75248, United States of America",auto
r577,S&S CHEESESTEAKS ( Best Philly Cheesesteaks and Burgers),S&S CheeseSteaks,amenity,1,1,32.7089555,-97.1180473,"S&S CheeseSteaks, West Pioneer Parkway, Arlington, TX 76013, United States of America",auto
r583,Little Greek Fresh Grill,Little Greek Fresh Grill,amenity,1,1,32.9535583,-96.8179538,"Little Greek Fresh Grill, 5290 Belt Line Road, Addison, TX 75254, United States of America",auto
r591,Zalat Pizza,Zalat Pizza,amenity,1,1,32.8124089,-96.7839202,"Zalat Pizza, 2519 North Fitzhugh Avenue, Dallas, TX 75204, United States of America",auto
r8,Levant BBQ,Levant Mediterranean BBQ,amenity,0.9,1,33.1058776,-96.8082979,"Levant Mediterranean BBQ, 3211 Preston Road, Frisco, TX 75034, United States of America",auto
r142,Sayfani Coffee House,Sayfani Yemeni Coffee House,amenity,0.9,1,33.1002622,-96.695201,"Sayfani Yemeni Coffee House, 1201 West McDermott Drive, Allen, TX 75013, United States of America",auto
r228,Shawarma Press - Frisco,Shawarma Press - Frisco,amenity,0.9,1,33.1296595,-96.8255094,"Shawarma Press - Frisco, 6363 Dallas Parkway, Frisco, TX 75034, United States of America",auto
r457,Another Time & Place Grille,Another Time & Place,amenity,0.9,1,33.0774792,-96.8205403,"Another Time & Place, 5760 Legacy Drive, Plano, TX 75024, United States of America",auto
